interval_start_utc,interval_end_utc,visibility_miles,hours,state
2025-01-01T00:55:00Z,2025-01-01T01:55:00Z,10.0,1.0,both_options
2025-01-01T01:55:00Z,2025-01-01T02:55:00Z,10.0,1.0,both_options
2025-01-01T02:55:00Z,2025-01-01T03:55:00Z,10.0,1.0,both_options
2025-01-01T03:55:00Z,2025-01-01T04:55:00Z,10.0,1.0,both_options
2025-01-01T04:55:00Z,2025-01-01T05:24:00Z,10.0,0.48333333333333334,both_options
2025-01-01T05:24:00Z,2025-01-01T05:55:00Z,5.0,0.5166666666666667,both_options
2025-01-01T05:55:00Z,2025-01-01T06:55:00Z,10.0,1.0,both_options
2025-01-01T06:55:00Z,2025-01-01T07:55:00Z,7.0,1.0,both_options
2025-01-01T07:55:00Z,2025-01-01T08:53:00Z,10.0,0.9666666666666667,both_options
2025-01-01T08:53:00Z,2025-01-01T08:55:00Z,10.0,0.03333333333333333,both_options
2025-01-01T08:55:00Z,2025-01-01T09:55:00Z,10.0,1.0,both_options
2025-01-01T09:55:00Z,2025-01-01T10:09:00Z,7.0,0.23333333333333334,both_options
2025-01-01T10:09:00Z,2025-01-01T10:55:00Z,7.0,0.7666666666666667,both_options
2025-01-01T10:55:00Z,2025-01-01T11:55:00Z,10.0,1.0,both_options
2025-01-01T11:55:00Z,2025-01-01T12:28:00Z,10.0,0.55,both_options
2025-01-01T12:28:00Z,2025-01-01T12:55:00Z,10.0,0.45,both_options
2025-01-01T12:55:00Z,2025-01-01T13:10:00Z,10.0,0.25,both_options
2025-01-01T13:10:00Z,2025-01-01T13:55:00Z,10.0,0.75,both_options
2025-01-01T13:55:00Z,2025-01-01T14:55:00Z,10.0,1.0,both_options
2025-01-01T14:55:00Z,2025-01-01T15:15:00Z,10.0,0.3333333333333333,both_options
2025-01-01T15:15:00Z,2025-01-01T15:41:00Z,10.0,0.43333333333333335,both_options
2025-01-01T15:41:00Z,2025-01-01T15:55:00Z,10.0,0.23333333333333334,both_options
2025-01-01T15:55:00Z,2025-01-01T16:03:00Z,10.0,0.13333333333333333,both_options
2025-01-01T16:03:00Z,2025-01-01T16:55:00Z,10.0,0.8666666666666667,both_options
2025-01-01T16:55:00Z,2025-01-01T17:37:00Z,10.0,0.7,both_options
2025-01-01T17:37:00Z,2025-01-01T17:55:00Z,10.0,0.3,both_options
2025-01-01T17:55:00Z,2025-01-01T18:55:00Z,10.0,1.0,both_options
2025-01-01T18:55:00Z,2025-01-01T19:55:00Z,10.0,1.0,both_options
2025-01-01T19:55:00Z,2025-01-01T20:55:00Z,10.0,1.0,both_options
2025-01-01T20:55:00Z,2025-01-01T21:55:00Z,10.0,1.0,both_options
2025-01-01T21:55:00Z,2025-01-01T22:55:00Z,10.0,1.0,both_options
2025-01-01T22:55:00Z,2025-01-01T23:55:00Z,10.0,1.0,both_options
2025-01-01T23:55:00Z,2025-01-02T00:55:00Z,10.0,1.0,both_options
2025-01-02T00:55:00Z,2025-01-02T01:55:00Z,10.0,1.0,both_options
2025-01-02T01:55:00Z,2025-01-02T02:55:00Z,10.0,1.0,both_options
2025-01-02T02:55:00Z,2025-01-02T03:55:00Z,10.0,1.0,both_options
2025-01-02T03:55:00Z,2025-01-02T04:55:00Z,10.0,1.0,both_options
2025-01-02T04:55:00Z,2025-01-02T05:55:00Z,10.0,1.0,both_options
2025-01-02T05:55:00Z,2025-01-02T06:55:00Z,10.0,1.0,both_options
2025-01-02T06:55:00Z,2025-01-02T07:08:00Z,10.0,0.21666666666666667,both_options
2025-01-02T07:08:00Z,2025-01-02T07:55:00Z,10.0,0.7833333333333333,both_options
2025-01-02T07:55:00Z,2025-01-02T08:55:00Z,10.0,1.0,both_options
2025-01-02T08:55:00Z,2025-01-02T09:35:00Z,5.0,0.6666666666666666,both_options
2025-01-02T09:35:00Z,2025-01-02T09:44:00Z,2.5,0.15,both_options
2025-01-02T09:44:00Z,2025-01-02T09:52:00Z,4.0,0.13333333333333333,both_options
2025-01-02T09:52:00Z,2025-01-02T09:55:00Z,2.5,0.05,both_options
2025-01-02T09:55:00Z,2025-01-02T10:46:00Z,2.0,0.85,both_options
2025-01-02T10:46:00Z,2025-01-02T10:55:00Z,3.0,0.15,both_options
2025-01-02T10:55:00Z,2025-01-02T11:08:00Z,5.0,0.21666666666666667,both_options
2025-01-02T11:08:00Z,2025-01-02T11:42:00Z,5.0,0.5666666666666667,both_options
2025-01-02T11:42:00Z,2025-01-02T11:51:00Z,2.5,0.15,both_options
2025-01-02T11:51:00Z,2025-01-02T11:55:00Z,3.0,0.06666666666666667,both_options
2025-01-02T11:55:00Z,2025-01-02T12:55:00Z,3.0,1.0,both_options
2025-01-02T12:55:00Z,2025-01-02T13:55:00Z,8.0,1.0,both_options
2025-01-02T13:55:00Z,2025-01-02T14:55:00Z,10.0,1.0,both_options
2025-01-02T14:55:00Z,2025-01-02T15:50:00Z,10.0,0.9166666666666666,both_options
2025-01-02T15:50:00Z,2025-01-02T15:55:00Z,8.0,0.08333333333333333,both_options
2025-01-02T15:55:00Z,2025-01-02T16:55:00Z,8.0,1.0,both_options
2025-01-02T16:55:00Z,2025-01-02T17:55:00Z,10.0,1.0,both_options
2025-01-02T17:55:00Z,2025-01-02T18:55:00Z,10.0,1.0,both_options
2025-01-02T18:55:00Z,2025-01-02T19:31:00Z,6.0,0.6,both_options
2025-01-02T19:31:00Z,2025-01-02T19:41:00Z,2.0,0.16666666666666666,both_options
2025-01-02T19:41:00Z,2025-01-02T19:55:00Z,5.0,0.23333333333333334,both_options
2025-01-02T19:55:00Z,2025-01-02T20:55:00Z,6.0,1.0,both_options
2025-01-02T20:55:00Z,2025-01-02T21:55:00Z,9.0,1.0,both_options
2025-01-02T21:55:00Z,2025-01-02T22:55:00Z,10.0,1.0,both_options
2025-01-02T22:55:00Z,2025-01-02T23:55:00Z,10.0,1.0,both_options
2025-01-02T23:55:00Z,2025-01-03T00:55:00Z,10.0,1.0,both_options
2025-01-03T00:55:00Z,2025-01-03T01:55:00Z,10.0,1.0,both_options
2025-01-03T01:55:00Z,2025-01-03T02:55:00Z,10.0,1.0,both_options
2025-01-03T02:55:00Z,2025-01-03T03:55:00Z,10.0,1.0,both_options
2025-01-03T03:55:00Z,2025-01-03T04:55:00Z,10.0,1.0,both_options
2025-01-03T04:55:00Z,2025-01-03T05:55:00Z,10.0,1.0,both_options
2025-01-03T05:55:00Z,2025-01-03T06:55:00Z,10.0,1.0,both_options
2025-01-03T06:55:00Z,2025-01-03T07:41:00Z,10.0,0.7666666666666667,both_options
2025-01-03T07:41:00Z,2025-01-03T07:55:00Z,7.0,0.23333333333333334,both_options
2025-01-03T07:55:00Z,2025-01-03T08:55:00Z,5.0,1.0,both_options
2025-01-03T08:55:00Z,2025-01-03T09:55:00Z,10.0,1.0,both_options
2025-01-03T09:55:00Z,2025-01-03T10:55:00Z,10.0,1.0,both_options
2025-01-03T10:55:00Z,2025-01-03T11:55:00Z,10.0,1.0,both_options
2025-01-03T11:55:00Z,2025-01-03T12:55:00Z,7.0,1.0,both_options
2025-01-03T12:55:00Z,2025-01-03T13:55:00Z,7.0,1.0,both_options
2025-01-03T13:55:00Z,2025-01-03T14:55:00Z,7.0,1.0,both_options
2025-01-03T14:55:00Z,2025-01-03T15:03:00Z,3.0,0.13333333333333333,both_options
2025-01-03T15:03:00Z,2025-01-03T15:13:00Z,2.5,0.16666666666666666,both_options
2025-01-03T15:13:00Z,2025-01-03T15:55:00Z,4.0,0.7,both_options
2025-01-03T15:55:00Z,2025-01-03T16:55:00Z,8.0,1.0,both_options
2025-01-03T16:55:00Z,2025-01-03T17:34:00Z,4.0,0.65,both_options
2025-01-03T17:34:00Z,2025-01-03T17:55:00Z,7.0,0.35,both_options
2025-01-03T17:55:00Z,2025-01-03T18:19:00Z,5.0,0.4,both_options
2025-01-03T18:19:00Z,2025-01-03T18:29:00Z,8.0,0.16666666666666666,both_options
2025-01-03T18:29:00Z,2025-01-03T18:36:00Z,2.0,0.11666666666666667,both_options
2025-01-03T18:36:00Z,2025-01-03T18:45:00Z,3.0,0.15,both_options
2025-01-03T18:45:00Z,2025-01-03T18:55:00Z,2.5,0.16666666666666666,both_options
2025-01-03T18:55:00Z,2025-01-03T19:06:00Z,3.0,0.18333333333333332,both_options
2025-01-03T19:06:00Z,2025-01-03T19:11:00Z,2.5,0.08333333333333333,both_options
2025-01-03T19:11:00Z,2025-01-03T19:15:00Z,1.75,0.06666666666666667,both_options
2025-01-03T19:15:00Z,2025-01-03T19:20:00Z,2.0,0.08333333333333333,both_options
2025-01-03T19:20:00Z,2025-01-03T19:55:00Z,3.0,0.5833333333333334,both_options
2025-01-03T19:55:00Z,2025-01-03T20:41:00Z,8.0,0.7666666666666667,both_options
2025-01-03T20:41:00Z,2025-01-03T20:55:00Z,8.0,0.23333333333333334,both_options
2025-01-03T20:55:00Z,2025-01-03T21:55:00Z,8.0,1.0,both_options
2025-01-03T21:55:00Z,2025-01-03T22:55:00Z,8.0,1.0,both_options
2025-01-03T22:55:00Z,2025-01-03T23:55:00Z,5.0,1.0,both_options
2025-01-03T23:55:00Z,2025-01-04T00:55:00Z,5.0,1.0,both_options
2025-01-04T00:55:00Z,2025-01-04T01:55:00Z,8.0,1.0,both_options
2025-01-04T01:55:00Z,2025-01-04T02:55:00Z,10.0,1.0,both_options
2025-01-04T02:55:00Z,2025-01-04T03:55:00Z,9.0,1.0,both_options
2025-01-04T03:55:00Z,2025-01-04T04:55:00Z,9.0,1.0,both_options
2025-01-04T04:55:00Z,2025-01-04T05:55:00Z,10.0,1.0,both_options
2025-01-04T05:55:00Z,2025-01-04T06:38:00Z,10.0,0.7166666666666667,both_options
2025-01-04T06:38:00Z,2025-01-04T06:55:00Z,10.0,0.2833333333333333,both_options
2025-01-04T06:55:00Z,2025-01-04T07:55:00Z,10.0,1.0,both_options
2025-01-04T07:55:00Z,2025-01-04T08:31:00Z,9.0,0.6,both_options
2025-01-04T08:31:00Z,2025-01-04T08:40:00Z,6.0,0.15,both_options
2025-01-04T08:40:00Z,2025-01-04T08:55:00Z,5.0,0.25,both_options
2025-01-04T08:55:00Z,2025-01-04T09:55:00Z,8.0,1.0,both_options
2025-01-04T09:55:00Z,2025-01-04T10:05:00Z,7.0,0.16666666666666666,both_options
2025-01-04T10:05:00Z,2025-01-04T10:55:00Z,3.0,0.8333333333333334,both_options
2025-01-04T10:55:00Z,2025-01-04T11:55:00Z,7.0,1.0,both_options
2025-01-04T11:55:00Z,2025-01-04T12:55:00Z,4.0,1.0,both_options
2025-01-04T12:55:00Z,2025-01-04T13:55:00Z,7.0,1.0,both_options
2025-01-04T13:55:00Z,2025-01-04T14:03:00Z,10.0,0.13333333333333333,both_options
2025-01-04T14:03:00Z,2025-01-04T14:30:00Z,10.0,0.45,both_options
2025-01-04T14:30:00Z,2025-01-04T14:55:00Z,10.0,0.4166666666666667,both_options
2025-01-04T14:55:00Z,2025-01-04T15:55:00Z,10.0,1.0,both_options
2025-01-04T15:55:00Z,2025-01-04T16:22:00Z,10.0,0.45,both_options
2025-01-04T16:22:00Z,2025-01-04T16:42:00Z,10.0,0.3333333333333333,both_options
2025-01-04T16:42:00Z,2025-01-04T16:55:00Z,10.0,0.21666666666666667,both_options
2025-01-04T16:55:00Z,2025-01-04T17:15:00Z,4.0,0.3333333333333333,both_options
2025-01-04T17:15:00Z,2025-01-04T17:31:00Z,2.5,0.26666666666666666,both_options
2025-01-04T17:31:00Z,2025-01-04T17:42:00Z,4.0,0.18333333333333332,both_options
2025-01-04T17:42:00Z,2025-01-04T17:51:00Z,2.0,0.15,both_options
2025-01-04T17:51:00Z,2025-01-04T17:55:00Z,3.0,0.06666666666666667,both_options
2025-01-04T17:55:00Z,2025-01-04T18:19:00Z,2.5,0.4,both_options
2025-01-04T18:19:00Z,2025-01-04T18:26:00Z,2.0,0.11666666666666667,both_options
2025-01-04T18:26:00Z,2025-01-04T18:33:00Z,1.5,0.11666666666666667,both_options
2025-01-04T18:33:00Z,2025-01-04T18:45:00Z,2.0,0.2,both_options
2025-01-04T18:45:00Z,2025-01-04T18:52:00Z,3.0,0.11666666666666667,both_options
2025-01-04T18:52:00Z,2025-01-04T18:55:00Z,2.5,0.05,both_options
2025-01-04T18:55:00Z,2025-01-04T19:14:00Z,2.5,0.31666666666666665,both_options
2025-01-04T19:14:00Z,2025-01-04T19:21:00Z,3.0,0.11666666666666667,both_options
2025-01-04T19:21:00Z,2025-01-04T19:31:00Z,2.5,0.16666666666666666,both_options
2025-01-04T19:31:00Z,2025-01-04T19:40:00Z,3.0,0.15,both_options
2025-01-04T19:40:00Z,2025-01-04T19:45:00Z,3.0,0.08333333333333333,both_options
2025-01-04T19:45:00Z,2025-01-04T19:53:00Z,3.0,0.13333333333333333,both_options
2025-01-04T19:53:00Z,2025-01-04T19:55:00Z,3.0,0.03333333333333333,both_options
2025-01-04T19:55:00Z,2025-01-04T20:02:00Z,3.0,0.11666666666666667,both_options
2025-01-04T20:02:00Z,2025-01-04T20:55:00Z,3.0,0.8833333333333333,both_options
2025-01-04T20:55:00Z,2025-01-04T21:02:00Z,4.0,0.11666666666666667,both_options
2025-01-04T21:02:00Z,2025-01-04T21:06:00Z,3.0,0.06666666666666667,both_options
2025-01-04T21:06:00Z,2025-01-04T21:10:00Z,2.5,0.06666666666666667,both_options
2025-01-04T21:10:00Z,2025-01-04T21:30:00Z,3.0,0.3333333333333333,both_options
2025-01-04T21:30:00Z,2025-01-04T21:37:00Z,4.0,0.11666666666666667,both_options
2025-01-04T21:37:00Z,2025-01-04T21:55:00Z,3.0,0.3,both_options
2025-01-04T21:55:00Z,2025-01-04T22:52:00Z,3.0,0.95,both_options
2025-01-04T22:52:00Z,2025-01-04T22:55:00Z,2.0,0.05,both_options
2025-01-04T22:55:00Z,2025-01-04T23:17:00Z,2.0,0.36666666666666664,both_options
2025-01-04T23:17:00Z,2025-01-04T23:32:00Z,3.0,0.25,both_options
2025-01-04T23:32:00Z,2025-01-04T23:55:00Z,2.5,0.38333333333333336,both_options
2025-01-04T23:55:00Z,2025-01-05T00:19:00Z,2.5,0.4,both_options
2025-01-05T00:19:00Z,2025-01-05T00:27:00Z,4.0,0.13333333333333333,both_options
2025-01-05T00:27:00Z,2025-01-05T00:55:00Z,4.0,0.4666666666666667,both_options
2025-01-05T00:55:00Z,2025-01-05T01:45:00Z,6.0,0.8333333333333334,both_options
2025-01-05T01:45:00Z,2025-01-05T01:55:00Z,4.0,0.16666666666666666,both_options
2025-01-05T01:55:00Z,2025-01-05T02:36:00Z,4.0,0.6833333333333333,both_options
2025-01-05T02:36:00Z,2025-01-05T02:55:00Z,6.0,0.31666666666666665,both_options
2025-01-05T02:55:00Z,2025-01-05T03:06:00Z,5.0,0.18333333333333332,both_options
2025-01-05T03:06:00Z,2025-01-05T03:27:00Z,4.0,0.35,both_options
2025-01-05T03:27:00Z,2025-01-05T03:34:00Z,3.0,0.11666666666666667,both_options
2025-01-05T03:34:00Z,2025-01-05T03:48:00Z,2.5,0.23333333333333334,both_options
2025-01-05T03:48:00Z,2025-01-05T03:55:00Z,1.75,0.11666666666666667,both_options
2025-01-05T03:55:00Z,2025-01-05T04:05:00Z,2.0,0.16666666666666666,both_options
2025-01-05T04:05:00Z,2025-01-05T04:20:00Z,1.75,0.25,both_options
2025-01-05T04:20:00Z,2025-01-05T04:33:00Z,1.25,0.21666666666666667,both_options
2025-01-05T04:33:00Z,2025-01-05T04:55:00Z,1.75,0.36666666666666664,both_options
2025-01-05T04:55:00Z,2025-01-05T05:17:00Z,1.75,0.36666666666666664,both_options
2025-01-05T05:17:00Z,2025-01-05T05:55:00Z,2.0,0.6333333333333333,both_options
2025-01-05T05:55:00Z,2025-01-05T06:08:00Z,2.5,0.21666666666666667,both_options
2025-01-05T06:08:00Z,2025-01-05T06:55:00Z,1.75,0.7833333333333333,both_options
2025-01-05T06:55:00Z,2025-01-05T07:11:00Z,2.0,0.26666666666666666,both_options
2025-01-05T07:11:00Z,2025-01-05T07:55:00Z,6.0,0.7333333333333333,both_options
2025-01-05T07:55:00Z,2025-01-05T08:13:00Z,8.0,0.3,both_options
2025-01-05T08:13:00Z,2025-01-05T08:37:00Z,5.0,0.4,both_options
2025-01-05T08:37:00Z,2025-01-05T08:55:00Z,8.0,0.3,both_options
2025-01-05T08:55:00Z,2025-01-05T09:42:00Z,3.0,0.7833333333333333,both_options
2025-01-05T09:42:00Z,2025-01-05T09:55:00Z,2.5,0.21666666666666667,both_options
2025-01-05T09:55:00Z,2025-01-05T10:25:00Z,3.0,0.5,both_options
2025-01-05T10:25:00Z,2025-01-05T10:34:00Z,1.75,0.15,both_options
2025-01-05T10:34:00Z,2025-01-05T10:42:00Z,2.5,0.13333333333333333,both_options
2025-01-05T10:42:00Z,2025-01-05T10:55:00Z,6.0,0.21666666666666667,both_options
2025-01-05T10:55:00Z,2025-01-05T11:29:00Z,2.0,0.5666666666666667,both_options
2025-01-05T11:29:00Z,2025-01-05T11:44:00Z,4.0,0.25,both_options
2025-01-05T11:44:00Z,2025-01-05T11:51:00Z,1.75,0.11666666666666667,both_options
2025-01-05T11:51:00Z,2025-01-05T11:55:00Z,2.0,0.06666666666666667,both_options
2025-01-05T11:55:00Z,2025-01-05T12:17:00Z,3.0,0.36666666666666664,both_options
2025-01-05T12:17:00Z,2025-01-05T12:39:00Z,2.5,0.36666666666666664,both_options
2025-01-05T12:39:00Z,2025-01-05T12:55:00Z,2.5,0.26666666666666666,both_options
2025-01-05T12:55:00Z,2025-01-05T13:08:00Z,2.0,0.21666666666666667,both_options
2025-01-05T13:08:00Z,2025-01-05T13:24:00Z,4.0,0.26666666666666666,both_options
2025-01-05T13:24:00Z,2025-01-05T13:36:00Z,2.0,0.2,both_options
2025-01-05T13:36:00Z,2025-01-05T13:52:00Z,2.5,0.26666666666666666,both_options
2025-01-05T13:52:00Z,2025-01-05T13:55:00Z,2.0,0.05,both_options
2025-01-05T13:55:00Z,2025-01-05T14:18:00Z,2.0,0.38333333333333336,both_options
2025-01-05T14:18:00Z,2025-01-05T14:25:00Z,3.0,0.11666666666666667,both_options
2025-01-05T14:25:00Z,2025-01-05T14:35:00Z,2.5,0.16666666666666666,both_options
2025-01-05T14:35:00Z,2025-01-05T14:45:00Z,1.5,0.16666666666666666,both_options
2025-01-05T14:45:00Z,2025-01-05T14:53:00Z,2.5,0.13333333333333333,both_options
2025-01-05T14:53:00Z,2025-01-05T14:55:00Z,2.0,0.03333333333333333,both_options
2025-01-05T14:55:00Z,2025-01-05T15:08:00Z,2.5,0.21666666666666667,both_options
2025-01-05T15:08:00Z,2025-01-05T15:18:00Z,3.0,0.16666666666666666,both_options
2025-01-05T15:18:00Z,2025-01-05T15:55:00Z,6.0,0.6166666666666667,both_options
2025-01-05T15:55:00Z,2025-01-05T16:14:00Z,9.0,0.31666666666666665,both_options
2025-01-05T16:14:00Z,2025-01-05T16:27:00Z,9.0,0.21666666666666667,both_options
2025-01-05T16:27:00Z,2025-01-05T16:55:00Z,9.0,0.4666666666666667,both_options
2025-01-05T16:55:00Z,2025-01-05T17:42:00Z,7.0,0.7833333333333333,both_options
2025-01-05T17:42:00Z,2025-01-05T17:55:00Z,2.5,0.21666666666666667,both_options
2025-01-05T17:55:00Z,2025-01-05T18:05:00Z,2.5,0.16666666666666666,both_options
2025-01-05T18:05:00Z,2025-01-05T18:32:00Z,6.0,0.45,both_options
2025-01-05T18:32:00Z,2025-01-05T18:52:00Z,3.0,0.3333333333333333,both_options
2025-01-05T18:52:00Z,2025-01-05T18:55:00Z,4.0,0.05,both_options
2025-01-05T18:55:00Z,2025-01-05T19:02:00Z,5.0,0.11666666666666667,both_options
2025-01-05T19:02:00Z,2025-01-05T19:14:00Z,10.0,0.2,both_options
2025-01-05T19:14:00Z,2025-01-05T19:41:00Z,10.0,0.45,both_options
2025-01-05T19:41:00Z,2025-01-05T19:55:00Z,10.0,0.23333333333333334,both_options
2025-01-05T19:55:00Z,2025-01-05T20:51:00Z,10.0,0.9333333333333333,both_options
2025-01-05T20:51:00Z,2025-01-05T20:55:00Z,8.0,0.06666666666666667,both_options
2025-01-05T20:55:00Z,2025-01-05T21:15:00Z,8.0,0.3333333333333333,both_options
2025-01-05T21:15:00Z,2025-01-05T21:36:00Z,9.0,0.35,both_options
2025-01-05T21:36:00Z,2025-01-05T21:55:00Z,10.0,0.31666666666666665,both_options
2025-01-05T21:55:00Z,2025-01-05T22:05:00Z,10.0,0.16666666666666666,both_options
2025-01-05T22:05:00Z,2025-01-05T22:18:00Z,9.0,0.21666666666666667,both_options
2025-01-05T22:18:00Z,2025-01-05T22:40:00Z,10.0,0.36666666666666664,both_options
2025-01-05T22:40:00Z,2025-01-05T22:55:00Z,10.0,0.25,both_options
2025-01-05T22:55:00Z,2025-01-05T23:27:00Z,10.0,0.5333333333333333,both_options
2025-01-05T23:27:00Z,2025-01-05T23:51:00Z,10.0,0.4,both_options
2025-01-05T23:51:00Z,2025-01-05T23:55:00Z,10.0,0.06666666666666667,both_options
2025-01-05T23:55:00Z,2025-01-06T00:55:00Z,10.0,1.0,both_options
2025-01-06T00:55:00Z,2025-01-06T01:55:00Z,10.0,1.0,both_options
2025-01-06T01:55:00Z,2025-01-06T02:55:00Z,10.0,1.0,both_options
2025-01-06T02:55:00Z,2025-01-06T03:35:00Z,10.0,0.6666666666666666,both_options
2025-01-06T03:35:00Z,2025-01-06T03:55:00Z,10.0,0.3333333333333333,both_options
2025-01-06T03:55:00Z,2025-01-06T04:55:00Z,10.0,1.0,both_options
2025-01-06T04:55:00Z,2025-01-06T05:55:00Z,10.0,1.0,both_options
2025-01-06T05:55:00Z,2025-01-06T06:55:00Z,9.0,1.0,both_options
2025-01-06T06:55:00Z,2025-01-06T07:12:00Z,8.0,0.2833333333333333,both_options
2025-01-06T07:12:00Z,2025-01-06T07:55:00Z,10.0,0.7166666666666667,both_options
2025-01-06T07:55:00Z,2025-01-06T08:02:00Z,4.0,0.11666666666666667,both_options
2025-01-06T08:02:00Z,2025-01-06T08:23:00Z,8.0,0.35,both_options
2025-01-06T08:23:00Z,2025-01-06T08:25:00Z,1.5,0.03333333333333333,both_options
2025-01-06T08:25:00Z,2025-01-06T08:32:00Z,1.0,0.11666666666666667,both_options
2025-01-06T08:32:00Z,2025-01-06T08:48:00Z,0.5,0.26666666666666666,neither_option
2025-01-06T08:48:00Z,2025-01-06T08:55:00Z,0.25,0.11666666666666667,neither_option
2025-01-06T08:55:00Z,2025-01-06T09:30:00Z,0.25,0.5833333333333334,neither_option
2025-01-06T09:30:00Z,2025-01-06T09:46:00Z,0.5,0.26666666666666666,neither_option
2025-01-06T09:46:00Z,2025-01-06T09:55:00Z,0.25,0.15,neither_option
2025-01-06T09:55:00Z,2025-01-06T10:06:00Z,0.5,0.18333333333333332,neither_option
2025-01-06T10:06:00Z,2025-01-06T10:31:00Z,0.25,0.4166666666666667,neither_option
2025-01-06T10:31:00Z,2025-01-06T10:34:00Z,1.0,0.05,both_options
2025-01-06T10:34:00Z,2025-01-06T10:41:00Z,2.5,0.11666666666666667,both_options
2025-01-06T10:41:00Z,2025-01-06T10:55:00Z,10.0,0.23333333333333334,both_options
2025-01-06T10:55:00Z,2025-01-06T11:55:00Z,10.0,1.0,both_options
2025-01-06T11:55:00Z,2025-01-06T12:55:00Z,10.0,1.0,both_options
2025-01-06T12:55:00Z,2025-01-06T13:55:00Z,10.0,1.0,both_options
2025-01-06T13:55:00Z,2025-01-06T14:55:00Z,10.0,1.0,both_options
2025-01-06T14:55:00Z,2025-01-06T15:55:00Z,10.0,1.0,both_options
2025-01-06T15:55:00Z,2025-01-06T16:55:00Z,10.0,1.0,both_options
2025-01-06T16:55:00Z,2025-01-06T17:55:00Z,10.0,1.0,both_options
2025-01-06T17:55:00Z,2025-01-06T18:55:00Z,10.0,1.0,both_options
2025-01-06T18:55:00Z,2025-01-06T19:55:00Z,10.0,1.0,both_options
2025-01-06T19:55:00Z,2025-01-06T20:55:00Z,10.0,1.0,both_options
2025-01-06T20:55:00Z,2025-01-06T21:55:00Z,10.0,1.0,both_options
2025-01-06T21:55:00Z,2025-01-06T22:55:00Z,10.0,1.0,both_options
2025-01-06T22:55:00Z,2025-01-06T23:55:00Z,10.0,1.0,both_options
2025-01-06T23:55:00Z,2025-01-07T00:55:00Z,10.0,1.0,both_options
2025-01-07T00:55:00Z,2025-01-07T01:55:00Z,10.0,1.0,both_options
2025-01-07T01:55:00Z,2025-01-07T02:55:00Z,10.0,1.0,both_options
2025-01-07T02:55:00Z,2025-01-07T03:55:00Z,10.0,1.0,both_options
2025-01-07T03:55:00Z,2025-01-07T04:55:00Z,10.0,1.0,both_options
2025-01-07T04:55:00Z,2025-01-07T05:55:00Z,10.0,1.0,both_options
2025-01-07T05:55:00Z,2025-01-07T06:55:00Z,10.0,1.0,both_options
2025-01-07T06:55:00Z,2025-01-07T07:55:00Z,10.0,1.0,both_options
2025-01-07T07:55:00Z,2025-01-07T08:55:00Z,10.0,1.0,both_options
2025-01-07T08:55:00Z,2025-01-07T09:55:00Z,10.0,1.0,both_options
2025-01-07T09:55:00Z,2025-01-07T10:55:00Z,10.0,1.0,both_options
2025-01-07T10:55:00Z,2025-01-07T11:55:00Z,10.0,1.0,both_options
2025-01-07T11:55:00Z,2025-01-07T12:55:00Z,10.0,1.0,both_options
2025-01-07T12:55:00Z,2025-01-07T13:55:00Z,10.0,1.0,both_options
2025-01-07T13:55:00Z,2025-01-07T14:55:00Z,10.0,1.0,both_options
2025-01-07T14:55:00Z,2025-01-07T15:55:00Z,10.0,1.0,both_options
2025-01-07T15:55:00Z,2025-01-07T16:55:00Z,10.0,1.0,both_options
2025-01-07T16:55:00Z,2025-01-07T17:55:00Z,10.0,1.0,both_options
2025-01-07T17:55:00Z,2025-01-07T18:55:00Z,10.0,1.0,both_options
2025-01-07T18:55:00Z,2025-01-07T19:55:00Z,10.0,1.0,both_options
2025-01-07T19:55:00Z,2025-01-07T20:55:00Z,10.0,1.0,both_options
2025-01-07T20:55:00Z,2025-01-07T21:55:00Z,10.0,1.0,both_options
2025-01-07T21:55:00Z,2025-01-07T22:55:00Z,10.0,1.0,both_options
2025-01-07T22:55:00Z,2025-01-07T23:55:00Z,10.0,1.0,both_options
2025-01-07T23:55:00Z,2025-01-08T00:55:00Z,10.0,1.0,both_options
2025-01-08T00:55:00Z,2025-01-08T01:55:00Z,10.0,1.0,both_options
2025-01-08T01:55:00Z,2025-01-08T02:55:00Z,10.0,1.0,both_options
2025-01-08T02:55:00Z,2025-01-08T03:55:00Z,10.0,1.0,both_options
2025-01-08T03:55:00Z,2025-01-08T04:55:00Z,10.0,1.0,both_options
2025-01-08T04:55:00Z,2025-01-08T05:55:00Z,10.0,1.0,both_options
2025-01-08T05:55:00Z,2025-01-08T06:55:00Z,10.0,1.0,both_options
2025-01-08T06:55:00Z,2025-01-08T07:55:00Z,10.0,1.0,both_options
2025-01-08T07:55:00Z,2025-01-08T08:55:00Z,10.0,1.0,both_options
2025-01-08T08:55:00Z,2025-01-08T09:55:00Z,10.0,1.0,both_options
2025-01-08T09:55:00Z,2025-01-08T10:55:00Z,9.0,1.0,both_options
2025-01-08T10:55:00Z,2025-01-08T11:38:00Z,8.0,0.7166666666666667,both_options
2025-01-08T11:38:00Z,2025-01-08T11:55:00Z,10.0,0.2833333333333333,both_options
2025-01-08T11:55:00Z,2025-01-08T12:52:00Z,10.0,0.95,both_options
2025-01-08T12:52:00Z,2025-01-08T12:55:00Z,10.0,0.05,both_options
2025-01-08T12:55:00Z,2025-01-08T13:16:00Z,10.0,0.35,both_options
2025-01-08T13:16:00Z,2025-01-08T13:55:00Z,10.0,0.65,both_options
