airport,start_year,end_year,event_count,total_event_hours,median_event_minutes,mean_event_minutes,maximum_event_hours,events_at_least_1_hour,events_at_least_2_hours,share_events_at_least_1_hour_percent,share_hours_from_events_at_least_1_hour_percent
KCEC,2021,2025,1416,526.733333,15.000000,22.319209,3.300000,99,10,6.991525,24.218453
